#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:34:42 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58f6c92355f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/810/14/highlat
#-nav=cat:J/ApJ/810/14&tab:{J/ApJ/810/14/highlat}&key:source=J/ApJ/810/14/highlat&HTTPPRM:&&-ref=VIZ5b58f6c92355f&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=VHE&-out=CName&-out=RAJ2000&-out=DEJ2000&-out=Sep&-out=PosErr&-out=SpCl&-out=z&-out=FRad&-out=n_FRad&-out=FX&-out=Vmag1&-out=Vmag2&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJ/810/14/highlat
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/14/highlat
#-out=3FGL
#-out=VHE
#-out=CName
#-out=RAJ2000
#-out=DEJ2000
#-out=Sep
#-out=PosErr
#-out=SpCl
#-out=z
#-out=FRad
#-out=n_FRad
#-out=FX
#-out=Vmag1
#-out=Vmag2
#

#RESOURCE=yCat_18100014
#Name: J/ApJ/810/14
#Title: Third catalog of LAT-detected AGNs (3LAC) (Ackermann+, 2015)
#Table	J_ApJ_810_14_highlat:
#Name: J/ApJ/810/14/highlat
#Title: High latitude (|b|>10deg) 3LAC full  sample and fluxes
#Column	3FGL	(A13)	3FGL Source Name (JHHMM.m+DDMMa)	[ucd=meta.id;meta.main]
#Column	VHE	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.code]
#Column	CName	(a26)	Name of the counterpart source	[ucd=meta.id.cross]
#Column	RAJ2000	(F9.5)	Radio counterpart right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Radio counterpart declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sep	(F6.3)	[0/0.4] Angular separation with counterpart source	[ucd=meta.id.assoc;pos.angDistance]
#Column	PosErr	(F6.3)	[0/0.6] 95% error radius	[ucd=stat.error;phys.angSize]
#Column	SpCl	(a7)	Optical class (G1)	[ucd=src.class]
#Column	z	(F8.5)	[0.001/3.2]? Redshift	[ucd=src.redshift]
#Column	FRad	(F9.2)	? Radio flux	[ucd=phot.flux.density;em.radio]
#Column	n_FRad	(A1)	Flag on FRad (G4)	[ucd=meta.note]
#Column	FX	(F8.3)	? X-ray flux; units of 1e-13erg/cm2/s	[ucd=phot.flux;em.X-ray]
#Column	Vmag1	(F6.3)	? USNO V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Vmag2	(F6.3)	? SDSS V band magnitude	[ucd=phot.mag;em.opt.V]
3FGL	VHE	CName	RAJ2000	DEJ2000	Sep	PosErr	SpCl	z	FRad	n_FRad	FX	Vmag1	Vmag2
J1330.0-3818 	  0	Tol 1326-379              	202.32992	-38.23850	 0.157	 0.266	fsrq   	 0.02843	    71.57	N	   9.080	11.517	
J1330.5+3023 	  0	3C 286                    	202.78453	+30.50916	 0.176	 0.239	css    	        	 14903.33	N	   3.430	17.651	17.070
J1330.6+7002 	  0	NVSS J133025+700141       	202.60754	+70.02741	 0.023	 0.044	bll    	        	    21.18	N	  15.300	16.971	
J1330.9+5201 	  0	87GB 132842.6+521750      	202.67750	+52.03763	 0.042	 0.069	bcu I  	 0.68800	    83.99	N	        	20.900	18.400
J1331.1-1328 	  0	PMN J1331-1326            	202.83465	-13.43506	 0.066	 0.113	bcu II 	        	    51.29	N	        	18.862	
J1331.5+1711 	  0	TXS 1329+174              	202.88935	+17.21405	 0.017	 0.147	bll    	        	   180.68	N	   3.800	18.398	18.980
J1331.8+4718 	  0	B3 1330+476               	203.18853	+47.37296	 0.163	 0.146	fsrq   	 0.66800	   233.70	N	   4.530	18.734	16.880
J1332.0-0508 	  0	PKS 1329-049              	203.01860	-05.16203	 0.015	 0.029	fsrq   	 2.15000	   527.74	N	   5.820	18.241	
J1332.6-1256 	  0	PMN J1332-1256            	203.16355	-12.93760	 0.006	 0.043	fsrq   	 1.49800	   127.28	N	        	21.338	
J1332.8+2723 	  0	MG2 J133305+2725          	203.28121	+27.42177	 0.070	 0.097	fsrq   	 2.12600	   218.27	N	        	20.153	19.470
J1333.7+5057 	  0	CLASS J1333+5057          	203.47410	+50.95998	 0.031	 0.060	fsrq   	 1.36200	    54.53	N	        	      	18.950
J1335.4-2949 	  0	1ES 1332-295              	203.87368	-29.84362	 0.023	 0.058	bll    	 0.51300	    10.76	N	  72.400	      	
J1337.6-1257 	  0	PKS 1335-127              	204.41576	-12.95686	 0.001	 0.052	fsrq   	 0.53900	  2676.72	N	  43.100	16.615	
J1338.6-2403 	  0	PKS 1336-237              	204.75728	-24.02056	 0.090	 0.123	bcu I  	 0.65700	   502.47	N	        	17.485	
J1338.9+6532 	  0	87GB 133543.8+654752      	204.31692	+65.54620	 0.176	 0.410	fsrq   	 0.94600	   211.10	N	        	19.875	19.270
J1339.0+1153 	  0	SDSS J133859.05+115316.7  	204.74605	+11.88797	 0.009	 0.046	bll    	        	    16.12	N	        	18.003	17.390
J1339.8-0133 	  0	PKS 1337-013              	205.01923	-01.62960	 0.088	 0.279	fsrq   	 1.62000	   176.11	N	        	18.768	18.440
J1340.6+4412 	  0	RX J1340.4+4410           	205.12416	+44.16775	 0.053	 0.068	bll    	 0.54600	    57.28	N	  37.100	17.846	18.000
J1340.6-0408 	  0	NVSS J134042-041006       	205.17506	-04.16866	 0.033	 0.089	bcu II 	        	    27.16	N	        	16.962	
J1341.0+3955 	  0	SDSS J134105.10+395945.4  	205.27128	+39.99595	 0.078	 0.118	bll    	 0.17200	    88.92	N	  77.200	14.910	
J1341.5+5517 	  0	SBS 1339+554              	205.40033	+55.24428	 0.050	 0.113	bll    	 0.20700	    38.05	N	  11.800	17.133	17.140
J1341.9-2053 	  0	PKS B1339-206             	205.51975	-20.85821	 0.046	 0.146	fsrq   	 1.58200	   399.59	N	        	18.638	
J1342.7+0945 	  0	NVSS J134240+094752       	205.66674	+09.79789	 0.034	 0.103	bcu II 	        	    27.46	N	        	18.752	18.140
J1343.6+5753 	  0	1RXS J134357.9+575426     	205.99008	+57.91179	 0.043	 0.111	fsrq   	 0.93300	   116.65	N	   2.330	18.533	19.040
J1344.2-1724 	  0	PMN J1344-1723            	206.06001	-17.39455	 0.011	 0.029	fsrq   	 2.49000	   340.39	N	        	20.487	
J1344.5-3655 	  0	PKS 1341-366              	206.09921	-36.94111	 0.024	 0.064	bcu II 	        	   509.36	N	        	17.716	
J1345.6+4453 	  0	B3 1343+451               	206.38822	+44.88321	 0.014	 0.019	fsrq   	 2.53400	   294.11	N	        	20.797	19.640
J1345.8+0704 	  0	TXS 1343+073              	206.45548	+07.10864	 0.029	 0.062	fsrq   	 1.09300	   137.66	N	   4.590	19.738	19.720
J1345.9-3357 	  0	NVSS J134543-335643       	206.42942	-33.94541	 0.060	 0.147	bcu II 	        	    40.38	N	        	19.063	
J1346.9-2958 	  0	NVSS J134706-295840       	206.77864	-29.97854	 0.030	 0.064	bcu II 	        	    27.48	N	        	17.877	
J1347.6-3754 	  0	PMN J1347-3750            	206.91845	-37.84351	 0.060	 0.062	fsrq   	 1.30000	   207.64	N	   9.430	20.395	
J1349.6-1133 	  0	PKS 1346-112              	207.38101	-11.54829	 0.028	 0.052	fsrq   	 0.34000	   522.82	N	  12.000	17.166	
J1350.8+3035 	  0	B2 1348+30B               	207.71973	+30.58155	 0.021	 0.056	fsrq   	 0.71200	   322.48	N	  11.400	18.831	17.260
J1351.1+0030 	  0	PKS 1348+007              	207.76848	+00.52209	 0.027	 0.108	fsrq   	 2.08400	   317.04	N	        	      	21.640
J1351.4+1115 	  0	RX J1351.3+1115           	207.83686	+11.24805	 0.023	 0.036	bll    	        	    42.89	N	  18.800	17.442	18.040
J1351.7-2913 	  0	PKS 1348-289              	207.94516	-29.20490	 0.027	 0.075	bcu I  	 1.03400	   396.45	N	        	      	
J1353.1-4414 	  0	PKS 1349-439              	208.23556	-44.21122	 0.048	 0.076	bll    	        	   413.80	S	        	18.200	
J1353.2+1435 	  0	OP 186                    	208.34517	+14.59424	 0.028	 0.060	bll    	        	   446.76	N	        	19.215	18.090
J1354.5+3705 	  0	FIRST J135426.6+370654    	208.61122	+37.11516	 0.033	 0.096	bll    	        	    25.14	N	        	17.531	16.810
J1355.0-1044 	  0	PKS 1352-104              	208.69383	-10.68407	 0.079	 0.086	fsrq   	 0.33000	   768.80	N	  40.700	17.271	
J1356.3-4029 	  0	SUMSS J135625-402820      	209.10620	-40.47272	 0.025	 0.083	bcu II 	        	    76.00	S	        	19.702	
J1357.5+0125 	  0	RX J1357.6+0128           	209.41124	+01.47045	 0.039	 0.119	bll    	        	    61.39	N	  30.300	17.020	17.270
J1357.6+7643 	  0	S5 1357+76                	209.48071	+76.72251	 0.017	 0.093	fsrq   	 1.58500	   647.28	N	        	19.959	
J1359.0+5544 	  0	87GB 135720.6+555936      	209.77393	+55.74150	 0.007	 0.074	fsrq   	 1.01400	   128.03	N	        	19.501	
J1359.2+0204 	  0	PKS 1356+022              	209.86312	+01.99849	 0.090	 0.169	fsrq   	 1.33000	   808.48	N	   9.120	17.412	18.300
J1359.9-3746 	  0	PMN J1359-3746            	209.95725	-37.76690	 0.021	 0.034	bll    	 0.33400	   103.36	N	        	16.084	
J1404.8+0401 	  0	MS 1402.3+0416            	211.21213	+04.03396	 0.011	 0.051	bll    	 0.34400	    42.45	N	  44.600	16.968	15.990
J1404.8+6554 	  0	NVSS J140450+655428       	211.20859	+65.90787	 0.005	 0.072	bll    	 0.36300	    15.51	N	  28.700	17.666	17.790
J1406.0-2508 	  0	NVSS J140609-250808       	211.54004	-25.13594	 0.020	 0.044	bcu II 	        	    30.83	N	        	16.372	
J1406.6+1644 	  0	RBS 1350                  	211.74626	+16.70255	 0.098	 0.076	bll    	        	     8.40	N	  54.300	18.202	17.850
J1407.7-4256 	  0	SUMSS J140739-430231      	211.91550	-43.04221	 0.103	 0.078	bcu II 	        	   261.00	A	        	17.469	
J1408.8-0751 	  0	PKS B1406-076             	212.23534	-07.87407	 0.036	 0.045	fsrq   	 1.49400	   689.36	N	        	19.281	
J1410.4+2821 	  0	RX J1410.4+2821           	212.62263	+28.34872	 0.008	 0.086	bll    	        	    28.90	N	  19.900	18.049	17.080
J1412.0+5249 	  0	SBS 1410+530              	212.95602	+52.81673	 0.038	 0.085	bcu I  	 0.07649	   847.61	N	   8.290	10.671	13.890
J1415.0-1001 	  0	PKS B1412-096             	213.83681	-09.93287	 0.117	 0.194	fsrq   	 2.00100	   262.95	N	        	19.324	
J1415.2+4832 	  0	RX J1415.5+4830           	213.90333	+48.50846	 0.068	 0.100	bll    	 0.49600	    41.94	N	        	18.618	18.080
J1416.0+1325 	  0	PKS B1413+135             	213.99507	+13.33992	 0.087	 0.077	bcu I  	 0.24700	  1092.20	N	        	19.580	18.040
J1416.1-2417 	  0	NVSS J141612-241812       	214.05073	-24.30376	 0.012	 0.061	bll    	 0.13557	    73.04	N	  16.900	15.083	
J1417.8+2540 	  0	1E 1415.6+2557            	214.48613	+25.72396	 0.058	 0.061	bll    	 0.23700	    89.68	N	 270.000	15.556	16.390
J1418.4-0233 	  0	NVSS J141826-023336       	214.60970	-02.55948	 0.004	 0.022	bll    	        	    34.66	N	        	16.558	16.190
J1418.5+3543 	  0	NVSS J141828+354250       	214.61909	+35.71374	 0.025	 0.026	bcu II 	        	    61.23	N	        	20.015	19.360
J1418.9+7731 	  0	1RXS J141901.8+773229     	214.75148	+77.54148	 0.024	 0.044	bcu II 	        	     8.26	N	  23.000	18.093	
J1419.5+0449 	  0	SDSS J141927.49+044513.7  	214.86559	+04.75387	 0.079	 0.130	bll    	        	    26.56	N	        	18.952	17.830
J1419.5-0836 	  0	NVSS J141922-083830       	214.84398	-08.64226	 0.044	 0.070	bcu II 	        	   343.00	A	        	19.195	
J1419.8+3819 	  0	B3 1417+385               	214.94422	+38.36347	 0.040	 0.081	fsrq   	 1.83100	   612.20	N	   3.040	19.286	18.850
J1419.9+5425 	  0	OQ 530                    	214.94416	+54.38744	 0.039	 0.048	bll    	 0.15300	   788.77	N	  13.000	14.657	14.850
J1421.0-1122 	  0	PMN J1420-1118            	215.25063	-11.30567	 0.070	 0.086	bcu II 	        	    48.38	N	        	19.266	
J1422.4+3227 	  0	OQ 334                    	215.62658	+32.38623	 0.067	 0.229	fsrq   	 0.68200	   405.32	N	        	18.755	18.880
J1422.8+5801 	  0	1ES 1421+582              	215.66201	+58.03209	 0.032	 0.068	bll    	 0.63500	    13.35	N	 250.000	18.796	17.800
J1422.8-7828 	  0	PKS 1418-782              	215.93146	-78.49303	 0.045	 0.099	fsrq   	 0.78800	   257.20	S	        	20.054	
J1424.3+0434 	  0	TXS 1421+048              	216.03959	+04.58113	 0.052	 0.100	bll    	        	   220.80	N	        	17.593	17.080
J1424.9+3615 	  0	FBQS J142455.5+361536     	216.23130	+36.26001	 0.011	 0.038	bll    	        	    91.17	N	   3.370	17.960	17.120
J1426.2+3402 	  0	RGB J1426+340             	216.53215	+34.07398	 0.040	 0.070	bll    	        	    35.21	N	   4.610	17.153	16.920
J1427.0+2347 	  1	PKS 1424+240              	216.75163	+23.80001	 0.005	 0.010	bll    	        	   430.20	N	  69.400	14.735	14.150
J1427.6-3305 	  0	PKS B1424-328             	216.92234	-33.09208	 0.011	 0.042	bll    	        	   161.15	N	  21.400	19.065	
J1427.8-3215 	  0	NVSS J142750-321515       	216.95920	-32.25472	 0.003	 0.093	bcu II 	        	    12.20	N	        	17.668	
J1427.9-4206 	  0	PKS B1424-418             	216.98457	-42.10540	 0.007	 0.012	fsrq   	 1.55200	  3862.00	S	        	17.104	
J1428.5+4240 	  1	H 1426+428                	217.13587	+42.67251	 0.010	 0.027	bll    	 0.12900	    58.89	N	 525.000	14.608	15.560
J1434.1+4203 	  0	B3 1432+422               	218.52373	+42.05444	 0.012	 0.085	fsrq   	 1.24000	   308.73	N	        	20.643	18.950
J1434.6+1951 	  0	OQ 253                    	218.66581	+19.86687	 0.009	 0.142	fsrq   	 1.38200	   407.79	N	        	19.243	19.470
J1434.6+6640 	  0	1RXS J143442.0+664031     	218.67401	+66.67406	 0.011	 0.045	bcu II 	        	     9.94	N	   5.030	      	
J1435.2+2023 	  0	TXS 1433+205              	218.84142	+20.35496	 0.038	 0.114	bll    	 0.74800	   376.61	N	        	18.965	18.140
J1436.8+2322 	  0	PKS B1434+235             	219.17075	+23.35091	 0.044	 0.082	fsrq   	 1.54400	   817.59	N	        	19.106	18.590
J1436.8+5639 	  0	RBS 1409                  	219.24050	+56.65691	 0.016	 0.038	bll    	 0.15000	    21.41	N	  26.900	18.812	18.060
J1438.7+3710 	  0	B2 1436+37B               	219.72338	+37.17650	 0.029	 0.046	fsrq   	 2.40100	   357.05	N	   2.010	19.745	21.220
J1439.2+3931 	  0	PG 1437+398               	219.82283	+39.54522	 0.025	 0.050	bll    	 0.34900	    42.93	N	 179.000	16.675	16.230
J1440.0-3955 	  0	1RXS J143949.8-395524     	219.96269	-39.92156	 0.033	 0.062	bcu II 	        	    19.93	N	  12.400	16.436	
J1440.1+4955 	  0	GB6 J1439+4958            	219.94573	+49.96818	 0.068	 0.126	bll    	        	   111.73	N	   3.010	18.940	16.960
J1440.2-1538 	  0	PKS 1437-153              	219.98697	-15.53071	 0.126	 0.108	bll    	        	   641.09	N	        	19.741	
J1440.4-3845 	  0	1RXS J144037.4-384658     	220.15784	-38.78136	 0.036	 0.048	bll    	        	    23.55	N	 365.000	16.997	
J1440.9+0610 	  0	PMN J1440+0610            	220.22058	+06.17116	 0.027	 0.038	bll    	 0.39600	    90.36	N	   9.640	17.597	16.620
J1442.0+4348 	  0	SDSS J144207.15+434836.6  	220.52980	+43.81020	 0.015	 0.064	bll    	        	    46.59	N	        	19.725	17.610
J1442.6+5156 	  0	3C 303                    	220.76150	+52.02703	 0.107	 0.117	rdg    	 0.14119	  2543.99	N	  52.500	15.282	15.900
J1442.8+1200 	  1	1ES 1440+122              	220.70115	+12.01122	 0.021	 0.041	bll    	 0.16309	    69.27	N	 138.000	15.140	16.400
J1443.9+2502 	  0	PKS 1441+25               	220.98705	+25.02903	 0.013	 0.050	fsrq   	 0.93900	   362.25	N	        	19.261	18.960
J1444.0-3907 	  0	PKS 1440-389              	220.98832	-39.14446	 0.022	 0.017	bll    	 0.06540	   110.39	N	 159.000	14.808	
J1445.0-0328 	  0	RBS 1424                  	221.27596	-03.43688	 0.038	 0.079	bll    	        	    21.75	N	  78.000	17.125	
J1446.1-1628 	  0	PKS B1443-162             	221.47240	-16.48378	 0.054	 0.104	bll    	        	   358.00	A	        	      	
J1446.8-1831 	  0	NVSS J144644-182922       	221.68700	-18.48962	 0.047	 0.100	bcu II 	        	    25.67	N	   9.980	      	
J1448.0+3608 	  0	RBS 1432                  	222.00243	+36.14199	 0.006	 0.031	bll    	        	    36.27	N	  74.700	16.253	16.450
J1450.4+0911 	  0	TXS 1448+093              	222.62987	+09.17443	 0.020	 0.090	fsrq   	 2.61100	   330.80	N	        	20.023	19.080
J1450.9+5200 	  0	SDSS J145059.99+520111.7  	222.74995	+52.01992	 0.017	 0.065	bll    	 2.47100	    74.10	N	        	19.383	17.930
J1451.2+6355 	  0	RX J1451.4+6354           	222.86604	+63.90725	 0.029	 0.076	bll    	 0.65000	    10.09	N	  29.000	      	
J1451.2+6355 	  0	TXS 1450+641              	222.98901	+63.95533	 0.089	 0.076	bcu III	        	   372.06	N	        	      	
J1454.0+1622 	  0	CLASS J1454+1623          	223.58690	+16.40677	 0.085	 0.161	fsrq   	 1.27000	   229.00	N	        	      	18.010
J1454.2-3751 	  0	PKS 1451-375              	223.61421	-37.79254	 0.075	 0.120	fsrq   	 0.31400	   942.75	N	  85.800	16.247	
J1454.5+5124 	  0	TXS 1452+516              	223.61302	+51.40937	 0.011	 0.025	bll    	        	   178.08	N	   6.710	17.231	17.240
J1457.4-3539 	  0	PKS 1454-354              	224.36130	-35.65277	 0.006	 0.021	fsrq   	 1.42400	   675.01	N	        	18.415	
J1458.7+3719 	  0	B3 1456+375               	224.68664	+37.33934	 0.014	 0.149	bll    	 0.33300	   215.19	N	        	19.368	18.580
J1500.6+4750 	  0	TXS 1459+480              	225.20273	+47.85432	 0.024	 0.103	bll    	        	   431.72	N	        	20.243	19.150
J1500.9+2238 	  0	MS 1458.8+2249            	225.25765	+22.63510	 0.015	 0.029	bll    	 0.23500	    32.47	N	  86.900	15.809	15.310
J1503.7+4759 	  0	SDSS J150347.99+475930.9  	225.94998	+47.99195	 0.017	 0.079	bll    	        	    73.37	N	        	19.393	19.020
J1503.7-1540 	  0	RBS 1457                  	225.91945	-15.68726	 0.029	 0.040	bll    	        	     5.87	N	        	17.750	
J1504.4+1029 	  0	PKS 1502+106              	226.10408	+10.49422	 0.001	 0.011	fsrq   	 1.83900	  1774.81	N	        	19.078	17.590
J1504.5-8242 	  0	1RXS J150537.1-824233     	226.35025	-82.70878	 0.026	 0.137	bcu III	        	    34.80	S	  34.900	19.927	
J1505.0-3432 	  0	PMN J1505-3432            	226.25988	-34.54912	 0.008	 0.081	bll    	        	   138.55	N	        	      	
J1505.1+0326 	  0	PKS 1502+036              	226.27699	+03.44189	 0.007	 0.058	nlsy1  	 0.40900	   395.47	N	        	18.195	17.620
J1506.1+3728 	  0	B2 1504+37                	226.53971	+37.51420	 0.036	 0.075	fsrq   	 0.67400	   937.72	N	        	20.820	19.640
J1506.3+4332 	  0	NVSS J150617+433413       	226.57336	+43.57041	 0.030	 0.083	bll    	 0.47000	    29.16	N	        	      	18.610
J1506.6+0811 	  0	PMN J1506+0814            	226.68531	+08.23353	 0.050	 0.063	bll    	 0.37600	    84.68	N	  29.500	17.752	16.710
J1507.4+1725 	  0	NVSS J150716+172103       	226.81816	+17.35086	 0.085	 0.115	bll    	 0.56528	    23.49	N	  10.700	18.904	
J1507.6-3710 	  0	NVSS J150720-370903       	226.83666	-37.15086	 0.063	 0.116	bcu II 	        	    78.98	N	        	16.328	
J1508.6+2709 	  0	RBS 1467                  	227.17756	+27.15214	 0.013	 0.047	bll    	 0.27000	    40.05	N	  84.800	14.497	16.110
J1509.7+5556 	  0	SBS 1508+561              	227.44979	+55.93814	 0.007	 0.046	bll    	        	    31.46	N	   8.780	16.843	17.240
J1509.9-2951 	  0	TXS 1507-296              	227.53783	-29.85929	 0.047	 0.314	bcu II 	        	   448.62	N	        	      	
J1510.9-0542 	  0	PKS 1508-05               	227.72330	-05.71873	 0.026	 0.045	fsrq   	 1.19100	  3569.99	N	        	16.983	
J1511.8-0513 	  0	NVSS J151148-051345       	227.95234	-05.22972	 0.013	 0.045	bcu III	        	    17.54	N	        	18.120	
J1512.2+0202 	  0	PKS 1509+022              	228.06559	+02.05472	 0.021	 0.036	fsrq   	 0.21945	   958.48	N	  17.300	17.762	16.900
J1512.2-2255 	  0	1RXS J151213.1-225515     	228.05350	-22.91900	 0.023	 0.055	bcu I  	 0.31520	    19.27	N	  51.200	18.214	
J1512.3+8005 	  0	1RXS J151026.3+795946     	227.63534	+80.00144	 0.117	 0.122	bcu II 	        	   114.47	N	   3.020	20.333	
J1512.8-0906 	  1	PKS 1510-08               	228.21055	-09.09995	 0.004	 0.010	fsrq   	 0.36000	  2701.61	N	        	16.281	
J1513.1-1014 	  0	PKS 1511-100              	228.43706	-10.20007	 0.150	 0.193	fsrq   	 1.52000	   875.23	N	        	17.750	
J1513.5-3233 	  0	PKS 1510-324              	228.41243	-32.58315	 0.042	 0.079	fsrq   	 1.15300	   183.17	N	        	      	
J1514.1+2940 	  0	MG2 J151421+2930          	228.58703	+29.51766	 0.170	 0.242	fsrq   	 1.62920	   128.65	N	        	19.643	19.210
J1514.8+4446 	  0	NVSS J151436+445003       	228.65263	+44.83447	 0.069	 0.072	fsrq   	 0.57000	    40.45	N	        	19.839	17.830
J1514.8-3623 	  0	PMN J1514-3617            	228.67031	-36.28469	 0.108	 0.157	bcu II 	        	   471.00	A	        	18.345	
J1516.7+3648 	  0	MG2 J151646+3650          	229.20525	+36.83968	 0.033	 0.103	bll    	        	   179.15	N	        	      	
J1516.9+1926 	  0	PKS 1514+197              	229.23665	+19.53694	 0.091	 0.225	bll    	        	   464.64	N	        	17.634	17.530
J1517.6+6524 	  0	1H 1515+660               	229.44828	+65.42313	 0.014	 0.031	bll    	 0.70200	    37.79	N	 230.000	16.312	16.200
J1517.6-2422 	  1	AP Librae                 	229.42422	-24.37208	 0.005	 0.020	bll    	 0.04800	  2042.35	N	  29.200	11.055	
J1518.0-2732 	  0	TXS 1515-273              	229.51500	-27.52533	 0.014	 0.035	bcu II 	        	   564.72	N	        	15.280	
J1520.3+4209 	  0	B3 1518+423               	230.16551	+42.18651	 0.063	 0.109	fsrq   	 0.48400	   139.49	N	        	18.399	17.380
J1520.8-0348 	  0	NVSS J152048-034850       	230.20377	-03.81435	 0.003	 0.037	bll    	        	    46.02	N	  20.100	17.557	
J1521.1+5543 	  0	SDSS J152034.98+554256.9  	230.14602	+55.71579	 0.085	 0.087	bll    	        	    58.88	N	        	17.850	18.000
J1521.8+4340 	  0	B3 1520+437               	230.45672	+43.61091	 0.063	 0.150	fsrq   	 2.17100	   225.75	N	   3.770	18.618	18.570
J1522.1+3144 	  0	B2 1520+31                	230.54163	+31.73733	 0.001	 0.012	fsrq   	 1.48700	   347.81	N	        	20.150	19.440
J1522.6-2730 	  0	PKS 1519-273              	230.65698	-27.50300	 0.007	 0.033	bll    	 1.29400	  1107.37	N	  18.000	17.860	
J1531.0+5737 	  0	87GB 152947.5+574636      	232.74308	+57.60696	 0.019	 0.060	bll    	        	    38.29	N	        	19.857	18.910
J1531.8+4704 	  0	1RXS J153148.8+465912     	232.95495	+46.98743	 0.094	 0.126	bll    	 0.31600	    27.80	N	        	18.224	17.290
J1532.0+3018 	  0	RX J1531.9+3016           	233.00930	+30.27468	 0.035	 0.051	bll    	 0.06530	    54.48	N	  75.200	12.200	14.730
J1532.7-1319 	  0	TXS 1530-131              	233.18906	-13.31947	 0.006	 0.023	bcu II 	        	   224.57	N	        	      	20.360
J1533.2+1852 	  0	RX J1533.1+1854           	233.29688	+18.90807	 0.040	 0.081	bll    	 0.30500	    23.04	N	 143.000	17.327	17.500
J1533.5+3416 	  0	RX J1533.3+3416           	233.35109	+34.27784	 0.030	 0.090	bll    	        	    30.06	N	  51.900	17.871	17.530
J1534.4+5323 	  0	1ES 1533+535              	233.75337	+53.34367	 0.103	 0.145	bll    	        	    18.35	N	        	17.631	17.780
J1534.5+0128 	  0	PKS 1532+01               	233.71856	+01.51784	 0.082	 0.146	fsrq   	 1.42500	  1344.03	N	        	18.251	19.200
J1535.0+3721 	  0	RGB J1534+372             	233.69670	+37.26517	 0.110	 0.087	bll    	 0.14300	    22.47	N	   3.680	16.639	16.570
J1535.7+3920 	  0	RX J1535.4+3922           	233.87186	+39.37923	 0.064	 0.098	bll    	 0.25700	    19.79	N	  25.800	16.789	17.010
J1536.6+8331 	  0	NVSS J153556+832614       	233.98386	+83.43757	 0.096	 0.185	bcu II 	        	   118.75	N	        	      	
J1537.8-8000 	  0	PMN J1537-7958            	234.41992	-79.96801	 0.042	 0.049	bcu III	        	    69.50	S	        	      	
J1539.5+2746 	  0	MG2 J153938+2744          	234.91307	+27.74395	 0.032	 0.050	fsrq   	 2.19000	   194.86	N	        	18.618	17.720
J1539.8-1128 	  0	PMN J1539-1128            	234.92192	-11.47674	 0.035	 0.090	bcu II 	        	    78.85	N	  73.600	16.972	
J1540.1+8155 	  0	1ES 1544+820              	235.06616	+81.91827	 0.008	 0.035	bll    	        	    69.97	N	 125.000	16.022	
J1540.8+1449 	  0	4C +14.60                 	235.20621	+14.79608	 0.037	 0.086	bll    	 0.60500	  1387.34	N	  18.200	17.344	17.450
J1541.8+1105 	  0	MG1 J154207+1110          	235.50442	+11.17978	 0.097	 0.163	fsrq   	 2.75600	   104.69	N	        	      	21.580
J1542.9+6129 	  0	GB6 J1542+6129            	235.73727	+61.49871	 0.003	 0.018	bll    	        	    86.85	N	   9.110	16.042	15.490
J1543.5+0451 	  0	CGCG 050-083              	235.89136	+04.87203	 0.015	 0.090	bcu I  	 0.03996	   279.78	N	  12.600	 9.438	12.880
J1546.0+0818 	  0	1RXS J154604.6+081912     	236.51774	+08.32040	 0.021	 0.039	bll    	        	    10.68	N	  22.900	17.646	16.990
J1546.6+1812 	  0	MG1 J154628+1817          	236.59917	+18.28774	 0.108	 0.101	bll    	 1.00500	    48.77	N	        	17.970	18.170
J1547.1-2801 	  0	1RXS J154711.8-280222     	236.80034	-28.03939	 0.019	 0.093	bcu II 	        	    47.50	N	  22.200	18.750	
J1548.8-2250 	  0	PMN J1548-2251            	237.20729	-22.85070	 0.007	 0.044	bll    	 0.19200	   145.55	N	 315.000	15.505	
J1549.0+6309 	  0	SDSS J154958.45+631021.2  	237.48882	+63.16870	 0.105	 0.122	bcu II 	        	    69.31	N	        	19.987	17.190
J1549.4+0237 	  0	PKS 1546+027              	237.37265	+02.61699	 0.014	 0.049	fsrq   	 0.41400	   836.25	N	  29.200	16.467	16.600
J1549.5+1709 	  0	MG1 J154930+1708          	237.37158	+17.14091	 0.016	 0.098	bcu II 	        	    79.89	N	        	      	19.280
