#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:14:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58cf1a11f61	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/ApJS/218/23/table4
#-nav=cat:J/ApJS/218/23&tab:{J/ApJS/218/23/table4}&key:source=J/ApJS/218/23/table4&HTTPPRM:&&-ref=VIZ5b58cf1a11f61&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=LC&-ignore=LC=*&LC=LC&-out=Na&-out=Sp&-out=RAJ2000&-out=DEJ2000&-out=amaj&-out=amin&-out=phi&-out=Sig&-out=F35&-out=S25&-out=Gamma&-out=Mod&-out=Var&-out=Flag&-out=Assoc&-out=TeV&-out=Class&-out=ID&-out=Simbad&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/218/23/table4
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/218/23/table4
#-out=3FGL
#-out=LC
#-out=Na
#-out=Sp
#-out=RAJ2000
#-out=DEJ2000
#-out=amaj
#-out=amin
#-out=phi
#-out=Sig
#-out=F35
#-out=S25
#-out=Gamma
#-out=Mod
#-out=Var
#-out=Flag
#-out=Assoc
#-out=TeV
#-out=Class
#-out=ID
#-out=Simbad
#

#RESOURCE=yCat_22180023
#Name: J/ApJS/218/23
#Title: Fermi LAT third source catalog (3FGL) (Acero+, 2015)
#Table	J_ApJS_218_23_table4:
#Name: J/ApJS/218/23/table4
#Title: LAT 4-year catalog
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	3FGL	(A13)	The 3FGL name (1)	[ucd=meta.id;meta.main]
#Column	LC	(A2)	Display the 3FGL light curves image for this object from the Fermi SSC site (updated weekly)	[ucd=meta.ref.url]
#Column	Na	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.number]
#Column	Sp	(I1)	Number of spectral analyses for this source (table8) [NULL integer written as an empty string]	[ucd=meta.ref.url]
#Column	RAJ2000	(F7.3)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F6.3)	[0.005/1.1]? 95% confidence error ellipse semimajor axis	[ucd=phys.angSize.smajAxis;pos.errorEllipse]
#Column	amin	(F6.3)	[0.005/0.6]? 95% confidence error ellipse semiminor axis	[ucd=phys.angSize.sminAxis;pos.errorEllipse]
#Column	phi	(I3)	[-90/90]? Position angle {phi} of error ellipse (East of North) [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	Sig	(F6.1)	[4/1049]? Significance (2)	[ucd=stat.fit.goodness]
#Column	F35	(F6.1)	[0/1298] Photon flux summed over 3 bands 1-100GeV (10^-9^ph/cm^2^/s)	[ucd=phot.count;em.gamma.hard]
#Column	S25	(F6.1)	[1.7/8932] Energy flux for 100MeV-100GeV from power-law fit (10^-12^erg/s/cm^2^)	[ucd=phot.flux.density;em.gamma.hard]
#Column	Gamma	(F5.2)	[1.1/5.8] Photon power-law index {Gamma} for 100MeV-100GeV	[ucd=meta.code;spect.index]
#Column	Mod	(A2)	Spectral model used to fit the energy spectrum (PL, EC or LP) (3)	[ucd=instr.setup;meta.modelled]
#Column	Var	(A1)	[T] Variability flag, T=true (4)	[ucd=meta.code;src.var]
#Column	Flag	(a12)	Analysis flag(s); see Table 3	[ucd=meta.code.error]
#Column	Assoc	(A18)	The {gamma}-ray association (5)	[ucd=meta.id.assoc]
#Column	TeV	(A1)	[EP] Extended or Point-like source (6)	[ucd=meta.code]
#Column	Class	(A5)	Astrophysical class of source (7)	[ucd=src.class]
#Column	ID	(a26)	Designator of identified or associated source (8)	[ucd=meta.id.assoc]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=meta.ref.url]
_RAJ2000	_DEJ2000	3FGL	LC	Na	Sp	RAJ2000	DEJ2000	amaj	amin	phi	Sig	F35	S25	Gamma	Mod	Var	Flag	Assoc	TeV	Class	ID	Simbad
221.71000	-18.53100	J1446.8-1831 	LC	  1	0	221.710	-18.531	 0.109	 0.091	 37	   4.2	   0.2	   3.3	 1.72	PL	 	            	                  	 	bcu  	NVSS J144644-182922       	Simbad
221.83100	-58.00500	J1447.3-5800 	LC	  1	0	221.831	-58.005	 0.119	 0.086	-53	  14.2	   2.0	  37.8	 2.72	LP	 	            	2FGL J1446.6-5753 	 	     	                          	Simbad
222.01000	+36.14500	J1448.0+3608 	LC	  3	0	222.010	+36.145	 0.032	 0.030	 76	  23.1	   1.3	  15.8	 1.82	PL	T	            	1FHL J1448.2+3607 	 	bll  	RBS 1432                  	Simbad
222.01000	+36.14500	J1448.0+3608 	LC	  3	0	222.010	+36.145	 0.032	 0.030	 76	  23.1	   1.3	  15.8	 1.82	PL	T	            	2FGL J1448.0+3608 	 	     	                          	Simbad
222.01000	+36.14500	J1448.0+3608 	LC	  3	0	222.010	+36.145	 0.032	 0.030	 76	  23.1	   1.3	  15.8	 1.82	PL	T	            	1FGL J1447.9+3608 	 	     	                          	Simbad
222.62000	+09.19100	J1450.4+0911 	LC	  1	0	222.620	+09.191	 0.098	 0.082	 70	   7.2	   0.4	   5.5	 2.35	PL	 	            	                  	 	fsrq 	TXS 1448+093              	Simbad
222.74500	+52.00300	J1450.9+5200 	LC	  2	0	222.745	+52.003	 0.069	 0.062	-65	   9.7	   0.6	   6.5	 2.18	PL	 	            	2FGL J1451.0+5159 	 	bll  	SDSS J145059.99+520111.7  	Simbad
222.74500	+52.00300	J1450.9+5200 	LC	  2	0	222.745	+52.003	 0.069	 0.062	-65	   9.7	   0.6	   6.5	 2.18	PL	 	            	1FGL J1451.0+5204 	 	     	                          	Simbad
222.80500	+63.91900	J1451.2+6355 	LC	  1	0	222.805	+63.919	 0.084	 0.068	  9	   5.6	   0.2	   2.3	 1.88	PL	 	            	                  	 	bll  	RX J1451.4+6354           	Simbad
223.50300	+16.38000	J1454.0+1622 	LC	  1	0	223.503	+16.380	 0.174	 0.148	-71	   6.4	   0.3	   5.3	 2.59	PL	 	            	                  	 	fsrq 	CLASS J1454+1623          	Simbad
223.56600	-37.85600	J1454.2-3751 	LC	  1	0	223.566	-37.856	 0.132	 0.109	 75	   9.1	   0.5	  10.1	 2.76	PL	 	            	                  	 	fsrq 	PKS 1451-375              	Simbad
223.63000	+51.40800	J1454.5+5124 	LC	  3	0	223.630	+51.408	 0.026	 0.025	-21	  33.6	   2.4	  26.9	 2.08	PL	T	            	1FHL J1454.4+5120 	 	bll  	TXS 1452+516              	Simbad
223.63000	+51.40800	J1454.5+5124 	LC	  3	0	223.630	+51.408	 0.026	 0.025	-21	  33.6	   2.4	  26.9	 2.08	PL	T	            	2FGL J1454.4+5123 	 	     	                          	Simbad
223.63000	+51.40800	J1454.5+5124 	LC	  3	0	223.630	+51.408	 0.026	 0.025	-21	  33.6	   2.4	  26.9	 2.08	PL	T	            	1FGL J1454.6+5125 	 	     	                          	Simbad
224.19500	-60.77700	J1456.7-6046 	LC	  1	0	224.195	-60.777	 0.150	 0.102	 71	   6.3	   1.2	  28.4	 2.37	LP	 	1,5,12      	                  	E	     	                          	Simbad
224.35500	-35.65700	J1457.4-3539 	LC	  5	0	224.355	-35.657	 0.021	 0.020	 60	  62.2	   6.6	  68.3	 2.29	LP	T	            	1FHL J1457.3-3544 	 	FSRQ 	PKS 1454-354              	Simbad
224.35500	-35.65700	J1457.4-3539 	LC	  5	0	224.355	-35.657	 0.021	 0.020	 60	  62.2	   6.6	  68.3	 2.29	LP	T	            	2FGL J1457.4-3540 	 	     	                          	Simbad
224.35500	-35.65700	J1457.4-3539 	LC	  5	0	224.355	-35.657	 0.021	 0.020	 60	  62.2	   6.6	  68.3	 2.29	LP	T	            	1FGL J1457.5-3540 	 	     	                          	Simbad
224.35500	-35.65700	J1457.4-3539 	LC	  5	0	224.355	-35.657	 0.021	 0.020	 60	  62.2	   6.6	  68.3	 2.29	LP	T	            	0FGL J1457.6-3538 	 	     	                          	Simbad
224.35500	-35.65700	J1457.4-3539 	LC	  5	0	224.355	-35.657	 0.021	 0.020	 60	  62.2	   6.6	  68.3	 2.29	LP	T	            	3EG J1500-3509    	 	     	                          	Simbad
224.41200	-53.92600	J1457.6-5355 	LC	  1	0	224.412	-53.926	 0.091	 0.083	 75	   4.5	   0.6	   7.6	 2.42	PL	 	            	                  	 	     	                          	Simbad
224.40000	-62.83000	J1457.6-6249 	LC	  1	0	224.400	-62.830	 0.242	 0.229	-79	   5.0	   0.8	  11.0	 2.45	PL	 	4           	2FGL J1456.7-6247c	 	     	                          	Simbad
224.68500	+37.32500	J1458.7+3719 	LC	  1	0	224.685	+37.325	 0.181	 0.122	 90	   4.5	   0.2	   2.7	 2.24	PL	 	            	                  	 	bll  	B3 1456+375               	Simbad
224.68800	-21.33500	J1458.7-2120 	LC	  1	0	224.688	-21.335	 0.102	 0.084	 69	   7.4	   0.6	   7.1	 2.34	PL	 	            	2FGL J1458.5-2121 	 	     	                          	Simbad
224.86600	-60.90000	J1459.4-6053 	LC	  3	0	224.866	-60.900	 0.020	 0.020	 52	  37.4	  12.4	 110.4	 2.37	EC	 	            	2FGL J1459.4-6054 	E	PSR  	LAT PSR J1459-6053        	Simbad
224.86600	-60.90000	J1459.4-6053 	LC	  3	0	224.866	-60.900	 0.020	 0.020	 52	  37.4	  12.4	 110.4	 2.37	EC	 	            	1FGL J1459.4-6053 	 	     	                          	Simbad
224.86600	-60.90000	J1459.4-6053 	LC	  3	0	224.866	-60.900	 0.020	 0.020	 52	  37.4	  12.4	 110.4	 2.37	EC	 	            	0FGL J1459.4-6056 	 	     	                          	Simbad
225.17300	+47.84100	J1500.6+4750 	LC	  1	0	225.173	+47.841	 0.108	 0.098	-21	   4.7	   0.3	   5.1	 2.64	PL	 	5           	                  	 	bll  	TXS 1459+480              	Simbad
225.24100	+22.63600	J1500.9+2238 	LC	  3	0	225.241	+22.636	 0.032	 0.027	 43	  20.4	   1.3	  14.8	 1.92	PL	T	            	1FHL J1501.0+2238 	 	bll  	MS 1458.8+2249            	Simbad
225.24100	+22.63600	J1500.9+2238 	LC	  3	0	225.241	+22.636	 0.032	 0.027	 43	  20.4	   1.3	  14.8	 1.92	PL	T	            	2FGL J1501.0+2238 	 	     	                          	Simbad
225.24100	+22.63600	J1500.9+2238 	LC	  3	0	225.241	+22.636	 0.032	 0.027	 43	  20.4	   1.3	  14.8	 1.92	PL	T	            	1FGL J1501.1+2237 	 	     	                          	Simbad
225.55500	+55.88600	J1502.2+5553 	LC	  1	0	225.555	+55.886	 0.070	 0.064	 47	  12.6	   0.5	   8.5	 2.58	PL	T	            	2FGL J1502.1+5548 	 	     	                          	Simbad
225.89300	-58.02900	J1503.5-5801 	LC	  2	0	225.893	-58.029	 0.071	 0.053	 44	  12.8	   4.3	  35.5	 2.42	LP	 	            	2FGL J1503.9-5800c	E	     	                          	Simbad
225.89300	-58.02900	J1503.5-5801 	LC	  2	0	225.893	-58.029	 0.071	 0.053	 44	  12.8	   4.3	  35.5	 2.42	LP	 	            	1FGL J1503.4-5805c	 	     	                          	Simbad
225.92500	+47.98700	J1503.7+4759 	LC	  1	0	225.925	+47.987	 0.089	 0.069	-68	   8.7	   0.6	   6.4	 2.22	PL	 	            	1FGL J1503.3+4759 	 	bll  	SDSS J150347.99+475930.9  	Simbad
225.94700	-15.67600	J1503.7-1540 	LC	  5	0	225.947	-15.676	 0.043	 0.038	-46	  13.5	   0.9	  12.0	 1.77	PL	 	            	1FHL J1503.9-1540 	 	bll  	RBS 1457                  	Simbad
225.94700	-15.67600	J1503.7-1540 	LC	  5	0	225.947	-15.676	 0.043	 0.038	-46	  13.5	   0.9	  12.0	 1.77	PL	 	            	2FGL J1503.7-1541 	 	     	                          	Simbad
225.94700	-15.67600	J1503.7-1540 	LC	  5	0	225.947	-15.676	 0.043	 0.038	-46	  13.5	   0.9	  12.0	 1.77	PL	 	            	1FGL J1503.5-1544 	 	     	                          	Simbad
225.94700	-15.67600	J1503.7-1540 	LC	  5	0	225.947	-15.676	 0.043	 0.038	-46	  13.5	   0.9	  12.0	 1.77	PL	 	            	3EG J1504-1537    	 	     	                          	Simbad
225.94700	-15.67600	J1503.7-1540 	LC	  5	0	225.947	-15.676	 0.043	 0.038	-46	  13.5	   0.9	  12.0	 1.77	PL	 	            	EGR J1504-1539    	 	     	                          	Simbad
225.92900	-64.44900	J1503.7-6426 	LC	  1	0	225.929	-64.449	 0.049	 0.043	 50	  10.7	   1.2	  15.4	 2.33	PL	T	            	                  	 	bcu  	AT20G J150350-642539      	Simbad
226.10500	+10.49400	J1504.4+1029 	LC	  4	0	226.105	+10.494	 0.012	 0.011	-67	 189.5	  24.0	 243.9	 2.24	LP	T	            	1FHL J1504.3+1029 	 	FSRQ 	PKS 1502+106              	Simbad
226.10500	+10.49400	J1504.4+1029 	LC	  4	0	226.105	+10.494	 0.012	 0.011	-67	 189.5	  24.0	 243.9	 2.24	LP	T	            	2FGL J1504.3+1029 	 	     	                          	Simbad
226.10500	+10.49400	J1504.4+1029 	LC	  4	0	226.105	+10.494	 0.012	 0.011	-67	 189.5	  24.0	 243.9	 2.24	LP	T	            	1FGL J1504.4+1029 	 	     	                          	Simbad
226.10500	+10.49400	J1504.4+1029 	LC	  4	0	226.105	+10.494	 0.012	 0.011	-67	 189.5	  24.0	 243.9	 2.24	LP	T	            	0FGL J1504.4+1030 	 	     	                          	Simbad
226.14200	-82.71000	J1504.5-8242 	LC	  1	0	226.142	-82.710	 0.151	 0.124	 36	   4.1	   0.3	   3.6	 2.30	PL	 	4           	                  	 	bcu  	1RXS J150537.1-824233     	Simbad
226.25000	-34.54700	J1505.0-3432 	LC	  3	0	226.250	-34.547	 0.091	 0.072	-20	   7.5	   0.6	   7.1	 2.23	PL	 	            	2FGL J1504.9-3433 	 	bll  	PMN J1505-3432            	Simbad
226.25000	-34.54700	J1505.0-3432 	LC	  3	0	226.250	-34.547	 0.091	 0.072	-20	   7.5	   0.6	   7.1	 2.23	PL	 	            	1FGL J1505.1-3435 	 	     	                          	Simbad
226.25000	-34.54700	J1505.0-3432 	LC	  3	0	226.250	-34.547	 0.091	 0.072	-20	   7.5	   0.6	   7.1	 2.23	PL	 	            	3EG J1500-3509    	 	     	                          	Simbad
226.27800	+03.44900	J1505.1+0326 	LC	  2	0	226.278	+03.449	 0.060	 0.057	-67	  22.0	   1.3	  21.6	 2.61	PL	 	            	2FGL J1505.1+0324 	 	nlsy1	PKS 1502+036              	Simbad
226.27800	+03.44900	J1505.1+0326 	LC	  2	0	226.278	+03.449	 0.060	 0.057	-67	  22.0	   1.3	  21.6	 2.61	PL	 	            	1FGL J1505.0+0328 	 	     	                          	Simbad
226.54900	+37.47900	J1506.1+3728 	LC	  2	0	226.549	+37.479	 0.080	 0.070	 32	  15.3	   0.8	  10.7	 2.45	PL	T	            	2FGL J1506.0+3729 	 	fsrq 	B2 1504+37                	Simbad
226.54900	+37.47900	J1506.1+3728 	LC	  2	0	226.549	+37.479	 0.080	 0.070	 32	  15.3	   0.8	  10.7	 2.45	PL	T	            	1FGL J1505.8+3725 	 	     	                          	Simbad
226.59400	+43.54400	J1506.3+4332 	LC	  1	0	226.594	+43.544	 0.086	 0.080	-67	   5.8	   0.3	   2.9	 1.95	PL	 	            	                  	 	bll  	NVSS J150617+433413       	Simbad
226.62200	-03.66800	J1506.4-0340 	LC	  1	0	226.622	-03.668	 0.122	 0.103	 35	   4.2	   0.4	   4.4	 2.33	PL	 	            	                  	 	     	                          	Simbad
226.67500	+08.18500	J1506.6+0811 	LC	  1	0	226.675	+08.185	 0.070	 0.057	 -1	   9.5	   0.6	   6.8	 1.87	PL	 	            	2FGL J1506.6+0806 	 	bll  	PMN J1506+0814            	Simbad
226.66800	-62.33100	J1506.6-6219 	LC	  2	0	226.668	-62.331	 0.072	 0.053	 -1	   7.2	   0.8	   9.3	 1.86	PL	 	            	1FHL J1507.0-6223 	E	     	                          	Simbad
226.66800	-62.33100	J1506.6-6219 	LC	  2	0	226.668	-62.331	 0.072	 0.053	 -1	   7.2	   0.8	   9.3	 1.86	PL	 	            	2FGL J1507.0-6223 	 	     	                          	Simbad
226.86900	+17.42000	J1507.4+1725 	LC	  1	0	226.869	+17.420	 0.120	 0.109	-24	   4.7	   0.2	   2.8	 1.78	PL	 	            	                  	 	bll  	NVSS J150716+172103       	Simbad
226.90900	-37.17800	J1507.6-3710 	LC	  1	0	226.909	-37.178	 0.145	 0.092	-73	   5.5	   0.4	   4.9	 2.13	PL	 	            	                  	 	bcu  	NVSS J150720-370903       	Simbad
227.16500	+27.15700	J1508.6+2709 	LC	  1	0	227.165	+27.157	 0.051	 0.044	-37	   6.9	   0.3	   3.6	 1.71	PL	 	            	2FGL J1508.5+2709 	 	bll  	RBS 1467                  	Simbad
227.18400	-49.93300	J1508.7-4956 	LC	  1	0	227.184	-49.933	 0.102	 0.075	 77	  10.1	   1.0	  19.7	 2.73	PL	T	5           	2FGL J1508.5-4957 	 	bcu  	PMN J1508-4953            	Simbad
227.36500	-58.84500	J1509.4-5850 	LC	  4	0	227.365	-58.845	 0.020	 0.020	-75	  36.4	  15.4	 102.9	 2.33	EC	 	            	2FGL J1509.6-5850 	 	PSR  	PSR J1509-5850            	Simbad
227.36500	-58.84500	J1509.4-5850 	LC	  4	0	227.365	-58.845	 0.020	 0.020	-75	  36.4	  15.4	 102.9	 2.33	EC	 	            	1FGL J1509.4-5850 	 	     	                          	Simbad
227.36500	-58.84500	J1509.4-5850 	LC	  4	0	227.365	-58.845	 0.020	 0.020	-75	  36.4	  15.4	 102.9	 2.33	EC	 	            	0FGL J1509.5-5848 	 	     	                          	Simbad
227.36500	-58.84500	J1509.4-5850 	LC	  4	0	227.365	-58.845	 0.020	 0.020	-75	  36.4	  15.4	 102.9	 2.33	EC	 	            	1AGL J1506-5859   	 	     	                          	Simbad
227.43800	+55.93500	J1509.7+5556 	LC	  2	0	227.438	+55.935	 0.048	 0.044	 89	  10.7	   0.5	   5.4	 1.87	PL	 	            	2FGL J1509.7+5556 	 	bll  	SBS 1508+561              	Simbad
227.43800	+55.93500	J1509.7+5556 	LC	  2	0	227.438	+55.935	 0.048	 0.044	 89	  10.7	   0.5	   5.4	 1.87	PL	 	            	1FGL J1509.4+5602 	 	     	                          	Simbad
227.48400	-29.86400	J1509.9-2951 	LC	  1	0	227.484	-29.864	 0.367	 0.269	-26	   6.2	   0.3	   7.6	 2.78	PL	 	1           	                  	 	bcu  	TXS 1507-296              	Simbad
227.57000	-57.91600	J1510.2-5754 	LC	  1	0	227.570	-57.916	 0.156	 0.076	 -6	   9.1	   2.9	  43.5	 2.52	PL	 	4           	1FGL J1510.8-5804c	 	     	                          	Simbad
227.74700	-05.70600	J1510.9-0542 	LC	  3	0	227.747	-05.706	 0.047	 0.043	-30	  16.7	   2.0	  27.0	 2.43	PL	 	            	2FGL J1510.9-0545 	 	fsrq 	PKS 1508-05               	Simbad
227.74700	-05.70600	J1510.9-0542 	LC	  3	0	227.747	-05.706	 0.047	 0.043	-30	  16.7	   2.0	  27.0	 2.43	PL	 	            	1FGL J1511.1-0545 	 	     	                          	Simbad
227.74700	-05.70600	J1510.9-0542 	LC	  3	0	227.747	-05.706	 0.047	 0.043	-30	  16.7	   2.0	  27.0	 2.43	PL	 	            	0FGL J1511.2-0536 	 	     	                          	Simbad
227.96000	-05.21900	J1511.8-0513 	LC	  2	0	227.960	-05.219	 0.050	 0.041	-82	  10.6	   0.9	  10.6	 2.03	PL	 	            	2FGL J1511.8-0513 	 	bcu  	NVSS J151148-051345       	Simbad
227.96000	-05.21900	J1511.8-0513 	LC	  2	0	227.960	-05.219	 0.050	 0.041	-82	  10.6	   0.9	  10.6	 2.03	PL	 	            	1FGL J1511.8-0513 	 	     	                          	Simbad
228.06500	+02.03300	J1512.2+0202 	LC	  3	0	228.065	+02.033	 0.038	 0.035	 18	  23.7	   2.0	  23.4	 2.20	PL	 	            	1FHL J1512.2+0204 	 	fsrq 	PKS 1509+022              	Simbad
228.06500	+02.03300	J1512.2+0202 	LC	  3	0	228.065	+02.033	 0.038	 0.035	 18	  23.7	   2.0	  23.4	 2.20	PL	 	            	2FGL J1512.2+0201 	 	     	                          	Simbad
228.06500	+02.03300	J1512.2+0202 	LC	  3	0	228.065	+02.033	 0.038	 0.035	 18	  23.7	   2.0	  23.4	 2.20	PL	 	            	1FGL J1512.3+0201 	 	     	                          	Simbad
228.07500	-22.93100	J1512.2-2255 	LC	  2	0	228.075	-22.931	 0.060	 0.051	-48	   8.3	   0.6	   7.5	 1.91	PL	 	            	1FHL J1512.1-2255 	 	bcu  	1RXS J151213.1-225515     	Simbad
228.07500	-22.93100	J1512.2-2255 	LC	  2	0	228.075	-22.931	 0.060	 0.051	-48	   8.3	   0.6	   7.5	 1.91	PL	 	            	1FGL J1511.9-2253 	 	     	                          	Simbad
228.08700	+66.37300	J1512.3+6622 	LC	  1	0	228.087	+66.373	 0.139	 0.119	 78	   4.1	   0.2	   2.3	 2.23	PL	 	            	                  	 	     	                          	Simbad
228.08900	+80.08800	J1512.3+8005 	LC	  1	0	228.089	+80.088	 0.134	 0.111	 52	   5.0	   0.2	   2.8	 2.51	PL	 	            	                  	 	bcu  	1RXS J151026.3+795946     	Simbad
228.21300	-09.10300	J1512.8-0906 	LC	  7	0	228.213	-09.103	 0.010	 0.009	-26	 207.3	  41.1	 492.8	 2.36	LP	T	1,4,5       	1FHL J1512.8-0906 	P	FSRQ 	PKS 1510-08               	Simbad
228.21300	-09.10300	J1512.8-0906 	LC	  7	0	228.213	-09.103	 0.010	 0.009	-26	 207.3	  41.1	 492.8	 2.36	LP	T	1,4,5       	2FGL J1512.8-0906 	 	     	                          	Simbad
228.21300	-09.10300	J1512.8-0906 	LC	  7	0	228.213	-09.103	 0.010	 0.009	-26	 207.3	  41.1	 492.8	 2.36	LP	T	1,4,5       	1FGL J1512.8-0906 	 	     	                          	Simbad
228.21300	-09.10300	J1512.8-0906 	LC	  7	0	228.213	-09.103	 0.010	 0.009	-26	 207.3	  41.1	 492.8	 2.36	LP	T	1,4,5       	0FGL J1512.7-0905 	 	     	                          	Simbad
228.21300	-09.10300	J1512.8-0906 	LC	  7	0	228.213	-09.103	 0.010	 0.009	-26	 207.3	  41.1	 492.8	 2.36	LP	T	1,4,5       	3EG J1512-0849    	 	     	                          	Simbad
228.21300	-09.10300	J1512.8-0906 	LC	  7	0	228.213	-09.103	 0.010	 0.009	-26	 207.3	  41.1	 492.8	 2.36	LP	T	1,4,5       	EGR J1512-0857    	 	     	                          	Simbad
228.21300	-09.10300	J1512.8-0906 	LC	  7	0	228.213	-09.103	 0.010	 0.009	-26	 207.3	  41.1	 492.8	 2.36	LP	T	1,4,5       	1AGL J1511-0908   	 	     	                          	Simbad
228.20300	-56.66600	J1512.8-5639 	LC	  1	0	228.203	-56.666	 0.053	 0.047	 71	   7.1	   1.5	  21.5	 2.46	PL	T	            	                  	 	     	                          	Simbad
228.29000	-10.24100	J1513.1-1014 	LC	  1	0	228.290	-10.241	 0.230	 0.161	 43	   4.6	   0.5	  11.5	 2.77	PL	 	5           	                  	 	fsrq 	PKS 1511-100              	Simbad
228.32900	-37.31900	J1513.3-3719 	LC	  1	0	228.329	-37.319	 0.091	 0.076	-26	   4.3	   0.2	   2.9	 1.68	PL	 	            	                  	 	     	                          	Simbad
228.36800	-25.82700	J1513.4-2549 	LC	  2	0	228.368	-25.827	 0.079	 0.069	 68	  11.0	   1.2	   7.0	 2.23	LP	 	            	2FGL J1513.5-2546 	 	psr  	PSR J1513-25              	Simbad
228.36800	-25.82700	J1513.4-2549 	LC	  2	0	228.368	-25.827	 0.079	 0.069	 68	  11.0	   1.2	   7.0	 2.23	LP	 	            	3EG J1517-2538    	 	     	                          	Simbad
228.37700	-32.55300	J1513.5-3233 	LC	  1	0	228.377	-32.553	 0.092	 0.068	-19	  12.6	   1.1	  14.2	 2.34	PL	T	            	2FGL J1513.6-3233 	 	fsrq 	PKS 1510-324              	Simbad
228.45400	-62.84500	J1513.8-6250c	LC	  1	0	228.454	-62.845	 0.139	 0.063	  0	   9.8	   1.3	  21.6	 2.58	PL	 	1,3,6,9     	2FGL J1512.5-6247c	 	     	                          	Simbad
228.48200	-59.13600	J1513.9-5908 	LC	  2	0	228.482	-59.136	      	      	   	   7.4	   1.1	  45.0	 3.12	PL	 	1,3         	1FGL J1513.2-5904 	 	PSR  	PSR J1513-5908            	Simbad
228.48200	-59.13600	J1513.9-5908 	LC	  2	0	228.482	-59.136	      	      	   	   7.4	   1.1	  45.0	 3.12	PL	 	1,3         	                  	 	     	                          	Simbad
228.50700	-59.25600	J1514.0-5915e	LC	  3	0	228.507	-59.256	      	      	   	      	   2.9	  45.6	 1.57	PL	 	            	1FHL J1514.0-5915e	E	PWN  	MSH 15-52                 	Simbad
228.50700	-59.25600	J1514.0-5915e	LC	  3	0	228.507	-59.256	      	      	   	      	   2.9	  45.6	 1.57	PL	 	            	2FGL J1514.0-5915e	 	     	                          	Simbad
228.50700	-59.25600	J1514.0-5915e	LC	  3	0	228.507	-59.256	      	      	   	      	   2.9	  45.6	 1.57	PL	 	            	1FGL J1514.7-5917 	 	     	                          	Simbad
228.53600	+29.68200	J1514.1+2940 	LC	  1	0	228.536	+29.682	 0.248	 0.237	-42	   4.4	   0.2	   4.2	 2.88	PL	 	            	                  	 	fsrq 	MG2 J151421+2930          	Simbad
228.55800	-49.78400	J1514.2-4947 	LC	  4	0	228.558	-49.784	 0.021	 0.021	-32	  39.4	   6.6	  42.8	 2.07	EC	 	            	1FHL J1514.3-4945 	 	PSR  	PSR J1514-4946            	Simbad
228.55800	-49.78400	J1514.2-4947 	LC	  4	0	228.558	-49.784	 0.021	 0.021	-32	  39.4	   6.6	  42.8	 2.07	EC	 	            	2FGL J1514.1-4946 	 	     	                          	Simbad
228.55800	-49.78400	J1514.2-4947 	LC	  4	0	228.558	-49.784	 0.021	 0.021	-32	  39.4	   6.6	  42.8	 2.07	EC	 	            	1FGL J1514.1-4945 	 	     	                          	Simbad
228.55800	-49.78400	J1514.2-4947 	LC	  4	0	228.558	-49.784	 0.021	 0.021	-32	  39.4	   6.6	  42.8	 2.07	EC	 	            	0FGL J1514.3-4946 	 	     	                          	Simbad
228.64100	-47.83500	J1514.5-4750 	LC	  2	0	228.641	-47.835	 0.071	 0.055	 59	  13.1	   1.4	  17.4	 2.33	PL	T	            	2FGL J1514.6-4751 	 	fsrq 	PMN J1514-4748            	Simbad
228.64100	-47.83500	J1514.5-4750 	LC	  2	0	228.641	-47.835	 0.071	 0.055	 59	  13.1	   1.4	  17.4	 2.33	PL	T	            	1FGL J1514.1-4745 	 	     	                          	Simbad
